text,label,source,collected_at
"in fact,it's basically the same movie.and they couldn't even get the time line of events correct.maybe that was intentional due to laziness or not caring.either way,this thing is a real woofer.it doesn't even deserved to be called a movie.i viewed this as a so called second feature on the disc containing the original The Boogeyman.i thought my head would explode,and i urge you to run as far in the opposite direction of this thing,if you should be cursed with the misfortune of combing across it's path.it should come with a warning label like:Warning-may cause your i.q to drop several points if you are within it's vicinity.for me,there's no doubt this thing is a 0/10",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"After ""Central City"" loses its mob boss to murder, partner-in-crime Robert Armstrong (as ""Doc"" Rogers) decides to take drastic measures To preserve criminal continuity, he recruits the dead mobster's milquetoast son, Richard Cromwell (as Edward ""Baby Face"" Morgan), to run the family business. The naive Mr. Cromwell is taken to the city, and installed as President of his father's ""Acme Protection Agency"", a front for gangsters. While Cromwell sells innocently sells insurance, his ""employees"" run an extortion racket. Cromwell falls for pretty client Mary Carlisle (as Virginia Clark); and, the duo find themselves in great danger ""Baby Face Morgan"" catches star Cromwell and Ms. Carlisle nearing the end of their once ""promising"" film careers. It's a quick, light, and inoffensive little crime drama.<br /><br />**** Baby Face Morgan (1942) Arthur Dreifuss ~ Richard Cromwell, Mary Carlisle, Robert Armstrong",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Check out the film's website, more time was put into making that than in the writing of the script for this movie. It couldn't be more off in it's boasting. Original story? Original? They must have found the script tucked away between the old testament, or face legal repercussion for that bit of horn-tooting. High-end special effects? Come on, I could do better with an Atari 7600 and a jug of earwax. Stylish cinematography? Oh yes, the America's funniest home video look is still a classic. I'm sure they had little money available for this title, so of course the sf aren't really that good, or a bit bad now and then, or just plain hilarious, but it's the story that makes this film a waste of time and money. 4 stories rolled into one and all of them brainless bits of seen-befores and done-already's.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
S.I.C.K. really stands for So Incredibly Crappy i Killed myself. There was absolutely no acting to speak of. The best part of the whole production was the art work on the cover of the box.The budgeting of this movie was sufficient. The filming was sub sesame street. The production looks like that of the underground filming for mob hits. The props used in this movie were stolen from a clothing store. The ending was so predictable you should fast forward to the last 5 minutes and laugh. If there is a book out there for this movie I'm sure it's better. I would avoid this at all costs. I did enjoy the intimate scenes they made the whole movie worth it. just kidding.,negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Man has been to the farthest reaches of the earth and now he is traveling to new worlds. But with new worlds come ancient evils... the vampires of space. And not just a handful but entire tribes. In this film (which I saw as ""Bloodsuckers"" but I guess also goes as ""Vampires Wars"") we see what happens when the imperialist earthlings meet the imperialist vampires.<br /><br />I will make this review very short because it's undeserving of a good review. The best I can say for this film is it has a good cast of b-list and upcoming stars. Natassia Malthe was Quintana, and was far more attractive here than in ""Bloodrayne 2"". Michael Ironside is Muco, and is always a fan favorite (as I say, he's the poor man's Jack Nicholson). And we even get Carrie-Ann Fleming as ""Damian's wife"", who horror fans will now recognize as the eponymous Jenifer from Dario Argento's ""Jenifer"". So this movie, as bad as it is, isn't without some names attached... but the same can be said of Uwe Boll's work.<br /><br />The concept of the military tracking and killing vampires in space isn't necessarily a bad idea, but it easily falls into the realm of ""cheese"" and this film falls hard. The acting, especially from the vampires, is over the top and I just didn't find the explanations of their existence very convincing. Worst of all, the vampire tribes have the names ""Voorhess"" and ""Leatherfaces"". I understand this was supposed to be a clever reference for the horror fans, but it wasn't clever at all. It just sounded dumb and out of place (unlike the much more subtle references in James Gunn's ""Slither"", such as naming stores after lesser-known horror directors).<br /><br />That's all I want to say. If you can stand lots of cheese (on this day I couldn't and I'm from Wisconsin) and want to see average actors with poor costumes fight vampires in space (although ""space"" looks a lot like any other forest on earth) check this one out, if you can find it. I don't personally recommend this when you can watch other cheesy vampires films (Jon Carpenter's ""Vampires"") or other cheesy space movies. Or maybe even some good ones. But, hey, do your thing.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"This apology for a movie is about absolutely nothing! Rachel Griffiths must have needed the money. The film must have been made on a very low budget, because the lighting was non existent. I made a vow if I ever see Pete Postlesumthingor other I'll commit suicide. I'd be happy to know if there was 1) a plot or 2)a script. My biggest regret is I wasted my time watching this rubbish.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Another cult strikes again. This isn't a spoiler, because the REAL ending comes after you research the folks who brought this overly-long, pseudo-scientific infomercial...Ramtha's School of Enlightenment.<br /><br />When any religion/philosophy needs to hide behind an OZ-like screen of deceit, I walk away. Thank Ramtha I watched a borrowed copy of this movie on the recommendation of a ""friend""...to have wasted precious resources on this New-Age lobotomizer would have been tragic. I can only hope that they ""truly believe they can walk on water"" enough to take that guidance to it's ""logical"" conclusion...in other words; walk, drown...or shut up :-) As a movie...it deserves a strong ""1"" on it's entertainment value, especially for creating the most dislikable character in film history (the photographer's roommate...eeeeeek!). If you must see this film, borrow it from one of the brainwashed folks who recommended it.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
My Name Is Lucy Barton,negative,books_toscrape,2026-03-26T22:36:41.927378
"First of all yes I'm white, so I try to tread lightly in the ever delicate subject of race... anyway... White People Hating Black people = BAD but Black People Hating White people = OK (because apparently we deserved it!!). where do i start? i wish i had something good to say about this movie aside unintended comedy scenes: the infamous scene were Ice Cube and co. get in a fight with some really big, really strong, really really angry and scary looking Neo-Nazis and win!!! the neo-Nazi where twice the size :), and the chase! the chase is priceless... This is NOT a movie about race, tolerance and understanding, it doesn't deliver... this is a racist movie that re-affirm all the cliché stereotypes, the white wimpy guy who gets manhandled by his black roommate automatically transform in a skinhead...cmon simply awful I do regret ever seeing it.<br /><br />Save your time and the dreadful experience of a poorly written ,poorly acted, dull and clearly biased picture, if you are into the subject, go and Rent American History X, now thats a movie",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"I missed the beginning of this film, which might account for why I disliked it so much. On the other hand I've studied the fall of the Roman republic for years so I know the story. Then again, that might also be the reason why I disliked this film.<br /><br />The film has more historical inaccuracies than extras. Though it's so inaccurate that I don't think they made an attempt for it to be correct, in which case it can be forgiven. The odd thing is that they sometimes go to great lengths to be historically accurate that it ends up getting confusing. Like throwing in Antonius' marriage to Octavia, and then pushing it aside two scenes later. Why even bring it up if it serves no purpose for the plot and Octavia is never even seen? And like calling Antonius by his actual name (Marcus Antonius) in some scenes, and by his strange English name Mark Antony in other scenes.<br /><br />Though historical inaccuracies aside, the film could still have been an entertaining watch if it wasn't for the leading lady. There isn't an ounce of dignity in her. She's hysterical, dramatical, and completely lacking control of herself. Instead of being a clever and composed queen Cleopatra turns into a hysterical teenager with a bad case of PMS. 95% of that comes from the poor acting, but 5% is also from poor script writing. Far too many stupid dramatic scenes are written into the script. Sometimes you weren't watching Antonius and Cleopatra, you were watching immature versions of Dawson and Joey from ""Dawson's Creek"".<br /><br />If you want to watch something about this period, watch... anything but this.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"In Bridgeport, the deranged high school teacher Richard Fenton (Johnathon Schaech) is obsessed by the teenager student Donna Keppel (Brittany Snow); she witnesses him murder her family to stay with her, but Richard is arrested and sent to prison for life. Three years later, the traumatized Donna is feeling better but is still under psychological treatment and taking pills. On her prom night, she goes with her boyfriend Bobby (Scott Porter) and two couples of friends to the Pacific Grad Hotel for the party. But the psychopath Richard has escaped from prison and is lodged in the same floor in the hotel chasing Donna, stabbing her friends and staff of the hotel that cross his path.<br /><br />The forgettable slash ""Prom Night"" is a collection of clichés with a total lack of originality. The stupid story is shallow and silly, with a bad acting of Johnathon Schaech in the role of an insane killer. The predictable screenplay is amazing since it is possible to foresee what is going to happen in the next scenes. My vote is three.<br /><br />Title (Brazil): ""A Morte Convida Para Dançar"" (""The Death Invites to Dance"")",negative,imdb_huggingface,2026-03-26T22:36:41.908710
Don't Get Caught,negative,books_toscrape,2026-03-26T22:36:41.927378
"I didn't know what to expect from the film. Well, now I know. This was a truly awful film. The screenplay, directing and acting were equally bad. The story was silly and stupid. The director could have made a smart and thought provoking film, but he didn't. I squirmed in my seat for the last half of the movie because it was so bad. Where was the focus to the film? Where was anything in this film? Christians should boycott this film instead of promoting it. It was shabbily done and a waste of my money. Do not see this film.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Not being familiar with US television stations, when I flicked onto this on my in-laws' cable, first I thought it was just a low-budget sci-fi film, then after a couple of minutes I started thinking it might be a clever satire on the worst excesses of Christian fundamentalist, and then it dawned on me - good grief, these people are serious! It's been a while since I saw anything so unintentionally hilarious. I hesitated about writing a review of this for fear of offending believers, but then I saw other reviews and thought, hey, they can take it. Tough philosophical conundrum: how do you make a movie criticizing movies without actually showing what it is you're criticizing? Answer: make it in such a way that the only people who'll appreciate it are people who hate the kind of movies you're criticizing. I suppose some liberals (ugh! spit when you say that!) might be offended at the filmmakers' contempt for those in the audience who aren't obsessed with the J**** C***** myth, but I didn't mind - it was so darn funny!",negative,imdb_huggingface,2026-03-26T22:36:41.908710
Hide Away (Eve Duncan #20),negative,books_toscrape,2026-03-26T22:36:41.927378
"It really impresses me that it got made. The director/writer/actor must be really charismatic in reality. I can think of no other way itd pass script stage. What I want you to consider is this...while watching the films I was feeling sorry for the actors. It felt like being in a stand up comedy club where the guy is dying on his feet and your sitting there, not enjoying it, just feeling really bad for him coz hes of trying. Id really like to know what the budget is, guess it must have been low as the film quality is really poor. I want to write 'the jokes didn't appeal to me'. but the reality is for them to appeal to you, you'd have to be the man who wrote them. or a retard. So imagine that in script form...and this guy got THAT green lit. Thats impressive isn't it?",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"This is without a doubt one of the worst movies EVER, I emphasize, EVER made. What´s worse, my old hero Dolph is in it and he´s starring it. Jesus... The story is actually quite good but the way it´s carried out made even my body hurt. The fighting scenes for starters are about as well choreographed as a fight between two drunks slugging it out in the gutter. The actors, except for Dolph who kinda sucks also, perform so badly you can´t help but wonder if their reason for being there is that they´re all friends of the director, who by the way must have been absent most, if not all, of the time. This is §12 million spent in an unimaginable way, because by the look of the effects and scenery, the cost can´t be a cent above §1000.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
Great Expectations,negative,openlibrary_api,2026-03-26T22:38:28.794132
"Sitting down to watch the 14th season of the Bachelor (""On the Wings of Love""), I knew I would be in for an ""interesting"" time. I had watched some of the previous seasons of the Bachelor in passing; watching an episode or two and missing the next three or so. I find that the Bachelor is often appealing and intriguing, though its quality and morality are often lacking.<br /><br />""On the Wings of Love"" details the journey taken by Jake, a 31 year old commercial pilot from Dallas, Texas, to find true love, as true a love as one can find in a season-long reality-drama dating show. Jake meets 25 beautiful girls from all over the country. He begins to get to know them a bit, but it is mostly superficial; how well can you get to know someone in a few 5 minute conversations? Jake tries to make his true intentions known from the very beginning, at least to the audience. He noted that he doesn't just want love or a good time, but he wants a fiancé or wife. We can only assume that he has made this clear to the women in the competition as well. If that is the case, it might explain, to a degree, some of the women's actions. The women are super competitive. While they don't even know Jake at all yet, they are still in it to win it no matter what the cost.<br /><br />Not only were the women competitive, but they were also confident and catty. Threats, backstabbing, and warnings of ""Watch out!"" all show that these women weren't there for a good time either. Jake noted that he was not just looking for sex appeal, but looking for ""a connection."" However, the girls pulled out all the stops to try to impress Jake with said sex appeal. They arrived at the mansion in skimpy dresses  either low-cut or short.<br /><br />While some girls seemed to maintain their sense of decorum, others missed that memo altogether. One girl, Channy, noted that Jake was a ""good guy"" to whom she could be a ""naughty girl."" She went on to say that Jake could land on her ""runway anytime."" She got flack from the other girls for her provocative statement which showed their take on these situations.<br /><br />So, a reality dating show couldn't be that bad, could it? Besides the obvious issue of sex-driven attraction, there are other issues that mar this seemingly harmless show. Is this the right way to find a future mate; vying for someone's attention by flaunting oneself to extreme proportions? Unfortunately, however, that is what America has reduced dating to these days: pleasure and sex without commitment and a little happiness on the side.<br /><br />Another problem is the premature emotional attachment by which many of the girls bound themselves to Jake. A few girls in particular seemed to be overly attached. One girl said ""If I don't get that first impression rose it will kill me!"" As mentioned before, they don't even know him yet and she was talking about a specific rose, not just one of the 15",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Oh dear me! Rarely has a ""horror"" film bored me, or made me laugh, as much as this one. After a spirited start with an intriguing premise, it descends into not much more than a slasher flick, with some supernatural and sexual asides. The usually excellent Alice Krige is wasted in this one, and the plot twists are ludicrous. Don't bother unless you're really desperate. Rating: 3/10.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"I honestly can't believe what passes for entertainment now. Death (and making fun of death), violence, sexual innuendo, adults threatening children, crudeness, alcohol abuse by minors, drug theft, dysfunctional parents, babysitter from hell, stereotypical jokes about African Americans, police and fat people, and kids sneaking out of the house in the middle of the night - yup, sure sounds like a kids movie to me - NOT!!! Add to that the dark and scary elements - a dead woman possessing and turning into a house and keeping her loving husband a prisoner inside for over 20 years, and also terrorizing an entire neighborhood - how sweet for kids. PARENTS - is this really what you want your kids to be watching - is this what you want to teach them about life?!<br /><br />This movie is too scary for young kids, and i'm afraid that teens today may be living some of this movie scenario - so why rub it in their faces? As for an adult audience - you won't find it scary or amusing - just boring, contrived and predictable. And the characters are just wrong - clueless parents, ignorant police, stupid and annoying friends, nasty and manipulative babysitters, and beer drinking/womanizing boyfriends. What great material for kids - does this really sound like a children's movie to anyone? Even the computer animation and good voice work aren't enough to redeem this terrible flick. Save your money, save your time, and save your children's minds - go rent Ice Age, Monsters Inc., the Incredibles, Shrek, A Bug's Life - ANY of them are way better than this horrid film. Spielberg and Zemeckis - shame on both of you for making such a disaster and then billing it as a children's/family movie!!",negative,imdb_huggingface,2026-03-26T22:36:41.908710
So You've Been Publicly Shamed,negative,books_toscrape,2026-03-26T22:36:41.927378
"Just Cause is one of those films that at first makes you wonder quite why it was so heavily slated when it came out - nothing special but competent enough and with an excellent supporting performance from Ed Harris. Then you hit the last third and everything starts to get increasingly silly until you've got a killer with a flashlight strapped to his forehead threatening to fillet Sean Connery's wife (a typically mannered and unconvincing Kate Capshaw) and kid (a very young Scarlet Johannsen) in an alligator skinner's shack. <br /><br />The kind of movie that's probably best seen on a plane, and even then only once.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"If this film had a budget of 20 million I'd just like to know where the money went. A monkey could make better CGI effects then what was wasted for 3 hours on this dreadful piece of garbage, although I must admit the machines and the martians would have looked really, really cool on an original play-station 1 game, and early PC games from the mid 90s if a game had ever been made. What puzzles me is where did the money go? Pendragon films could have made a great film with good old fashioned models and computer controlled cameras a la George Lucas circa 1975-83, and actors who actually look like they care about what they are doing (or ruining in this case) for about the same 20 million. This is quite possibly the worst film EVER made! I would rather sit through a 24 hour repeat screening of Ishtar than watch this film again. I hated it completely! I regress. I say this IS the WORST film EVER made because unlike other bad movies like Plan 9 or Killer Tomatoes, or Santa Claus Conquers the Martians, these are films that are so bad you have a special place in your heart for them, you love them. There is no love for this film and no place in my DVD library for it. I sold it to a guy for a dollar. I'm betting the money for the film was spent on booze and other vices for the cast and crew. Shame on you Pendragon films! I want my money back!",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"I sat down to watch a documentary about Puerto Rico, and I ended up watching one about Nuyoricans. When I go to Puerto Rico, I fail to see the 50% that live in poverty. When I do see struggling people, they are usually Haitians, Dominicans, or Cubans that have recently arrived to the island. There is no such thing as spanglish... either you speak Spanish, or you don't.... and from what I heard... you don't. Pedro Albizo Campos IS NOT MLK to me. MLK was a great man. Campos is a great man to those that want independence which is 1%. To the rest he as loco as Osama Bin Laden. Puertoricans that want independence are a bunch of fools. If you want any proof to all of you dreamers of an independent Puerto Rico see Cuba, Haiti, Dominican Republic, Bahamas, all of South and Central America, and Mexico. Its worked wonders for them. This documentary is not about Puerto Rico, this documentary was about the Nuyoricans and their struggles.<br /><br />To the person that complaint that not enough of Africa was on the show... it was suppose to be about Puerto Rico... not Africa. Denzel will make one shortly just for you.<br /><br />In conclusion... to all those ignorant white people that think we need green cards to come to the US, and want to learn how the prime minister runs things, this is not a good documentary about Puertorican culture. Tell your kids to pay attention in Geography, and History class.<br /><br />***Update***<br /><br />Bocabonita... ""doc."" was about Nuyoricans. She promoted it as if its how we all feel. Should have been titled... ""yo soy nuyorican... lunche...can't speak Spanish."" PLEASE STOP USING PUERTO RICO, RICAN, BORICUA, OR ANYTHING ELSE ASSOCIATED WITH PR WITH THIS NUYORICAN HISTORICAL LESSON. God forbid they play this on the island.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"This is quite possibly THE worst movie I have ever seen. Again I made the mistake of buying the movie because the synapse on the back sounded cool and the front cover looked pretty cool too (After buying this and the movie ""Malevolence"" which I reviewed on here as well, I have learned my lesson). I love horror movies that take place in the woods or in the desert or on a farm. This supposedly takes place in the woods of Texas but was probably filmed in the director's backyard. The production was probably the worst I ever seen. The actors were absolutely the WORST. The story didn't have anything to do with what the back cover said. I even tried to sell it to F.Y.E and some other ""mom and pop"" store that buys used DVDs and neither would take it. Thats how awful this poor miserable excuse for a movie was. I have seen some bad movies before (Troll 2 for example) but this definitely takes the cake. I didn't think there was a worse movie than ""Troll 2"". Boy was I wrong! Do not buy this movie unless someone hands it to you for free but even than your stuck with it unless you throw it out which is what I am about to do!!!!",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"I gave Timecop a perfect 10, I gave this 1<br /><br />It's story is very boring, and it has only little to do with the original Timecop. Lots of things from Timecop was scrapped, and they put in new stupid stuff instead. This story is taking place in 2060 (if I remember correctly), but for some reason the timetraveling is now more dangerous :confused:<br /><br />And the action scenes are nothing to be happy about, well most of them aren't... only the first one is great... and there aren't many action scenes at all, and they're all pretty short<br /><br />At one point in the story, the main character travels through time about 5 times within a few minutes... no wait, make that two times...<br /><br />In short: Don't waste time watching this movie, it's not worth it",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Jason Lee's pecks are back! If that's what you are looking for, look no further. If not, better move on...<br /><br />But about the movie. Clichés galore, some poorly shot but kinda exotic fight scenes (used JKD) and lots of bad acting & cheap effects. Poor Lee looks like he's in pain throughout the movie, and no wonder. Not a pleasant comeback.<br /><br />The movie doesn't even cut it as a B-movie - sure, there was a Germanish bleached blonde Rutger-wannabe bad guy, but no gratuitous sex scene or even a single booty shots. None. Zip. Nada. Even in Starship Troopers 2 they had the common sense to include the mandatory nudie scenes (as for rest of my comments on that excellent piece of classic cinema excellence, please refer to our upcoming review on that mind-blowing sequel...). I did get the feeling that the writer was taking his revenge on somebody with this - thus I won't get into the ""plot"" of the movie or pretty much anything else related. Except that it did have some non-heterosexual overtones, so 'nuff said.<br /><br />However, this movie has one thing going for it - no Jean-Claude :)",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Not funny - how can anyone link this to Monty Python? That is absolutely ridiculous - there are no laughs. This is not funny. Over the top, but ugly, weird just for weird sake and it seems to me these people were on something all the time. Unfortunately something that did not make them funny.<br /><br />It should be given some points for effort etc. whatever. Actually it appears there is a laugh track - or is there one? Hummm.... Since there are barely any laughs that's a debatable question.<br /><br />Maybe I'm doing it injustice - maybe it's some sort of exercise. Some sort of art - in that case anything goes, never mind.<br /><br />But these guys playing women with high-pitched voices, turned-up noses. Come on !!! Not funny. <br /><br />There is only one heir apparent to Monty Pythons intellectual wit and that is Stephen Colbert, and maybe Jon Stewart.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
On The Road,negative,openlibrary_api,2026-03-26T22:38:28.794132
Twenty Yawns,negative,books_toscrape,2026-03-26T22:36:41.927378
"This movie was promising: my favorite actor in a historical drama during the Independence war. It had memories from ""Dances With Wolves"" for the big prairies, Indians, military fights & from ""Barry Lyndon"" for the British & candles lights atmospheres...<br /><br />Unfortunately, the script is awful: the continuity of the story is lacking (cuts with ""5 months later""; ""3 years later"") & the romance is so ridiculous that it's hard to believe in it: America is a big country but the characters kept bumping at each other; Above all, wait for the ending & you understand how to kill a story (imagine the same in ""Titanic"").<br /><br />Sometimes, a bad script is saved by a brilliant filmmaker. Unfortunately bis, Hudson is a poor one. He has already committed ""Greystoke"" and i find again the same flaws: no dynamic in scenes, in editing, in scoring: it is long, dull, flat....<br /><br />I knew that this movie was a disaster for Pacino's career: now i understand. Finally, this last movie for 2006 is in the vein of this year for me: A painful one...",negative,imdb_huggingface,2026-03-26T22:36:41.908710
