text,label,source,collected_at
"Okay, I rented this movie because of the director...he has made some interesting flicks in the past (if you haven't seen Waxork you are missing a fun ride). Anyway, I had my doubts about this movie from the beginning but I decided to suck it up and give it a look. It's bad. Very bad. If you haven't seen the movie and don't mind spoilers read ahead. First of all, the old saying 'You can't judge a book by it's cover' applies here. The box for this flick seems to indicate that Jill is the stone fox with long hair with highlights. The back of the box has a cool shot of the red-leather Jill and some other shots. The description makes you want to rent the movie because it SOUNDS good. You start watching it and suddenly you find out that the movie takes place (inexplicably) in 1977. Jill is a total dog who is not the girl on the cover. The movie is not quite as predictable as you would think...and that's not a good thing. Characters do so many stupid things without any modicum of motivation...it's embarrassing to watch. 10 minutes before the end of the movie Dolph and another lady have sex for no good reason. Also, what was the point of having Dolph kill this other lady in cold blood who had been helping him. Anthony Hickox the director should have seen a stinker when he read the script. Had it been set in the underworld of the new milennium and made the characters halfway intelligent it might have been decent. To set it in the 70's makes no sense and has no bearing on the story whatsoever. Avoid it!",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"This movie was absolutely ghastly! I cannot fathom how this movie made it to production. Nothing against the cast of the movie, of course, this is all the fault of the writing team. You take the old average plot - let's dance our way out of being poor and destitute - or STEP in this case. But this one lacks any semblance of a true plot - or at least one that anyone would care about. With Canadian speaking actors in what is supposed to be an American setting - this film falls very flat. On a positive note, the directing was pretty good and cinematography was pretty decent as well. Looks like the production budget was very generous as well. My only request is that this team leave the writing alone and go find actual screenwriters to help them bring words alive on film. Net result - How she move is How she sucks.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"This is possibly one of the worst movies I have ever seen. I don't care what the critics say, it's bad. I think the problem is with Kundera's novel. It's not that it's unfilmable; it's just that like 99% of his work, it's pretentious and overdrawn. He seems to be enamored with himself,his characters come off as navel-gazing, and his novels as a whole are misogynistic. I have read many of his works (even his Socialist Realist poetry. That was truly awful) -- I just don't understand what the fuss is about. Characteristics (like the self-absorption) in his novels make for infuriating reading. In a movie, all the things that I dislike about Kundera were magnified. Maybe I just missed something, but I don't think so. On a side note, I cannot believe that this is a Criterion Collection DVD. No way is this movie THAT essential.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
Mesaerion: The Best Science Fiction Stories 1800-1849,negative,books_toscrape,2026-03-26T22:36:41.927378
"This is one of the worst movies I've ever seen. I saw it at the premiere at SXSW and was extremely disappointed. The director knew little about John Lennon and even said as much at the premiere. This is a drama, but people were laughing throughout at how cheesy the film was. That's never a good sign. The only saving graces were Dominic Monaghan and Jason Leonard as Livien's roommates/bandmates. They were funny while the rest of the movie took itself waaay too seriously. The cheesy dropping of Beatles lyrics was just absurd. The soundtrack was excellent, however, and was probably the best part of the movie. Unless you're one of those crazy, rabid Dominic Monaghan fans, don't bother with this one.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
Secrets and Lace (Fatal Hearts #1),negative,books_toscrape,2026-03-26T22:36:41.927378
"If derivative and predictable rape-revenge thrillers are your thing, then you're in for a rare treat... They don't really appeal to me, so I couldn't find any single thing to redeem this peculiar tale. It seems like something straight out of the 1980s, a different age when this would have gone straight to video. Gillian Anderson and Danny Dyer do OK work with a weak script and a tedious scenario. But what is Gillian Anderson doing getting involved with a film like this after the brilliance of her performance as Lady Deadlock in the BBC TV adaptation of Bleak House last year? The director is said to have been influenced by witnessing a near-rape and by his work on documentaries, but even that's not an excuse for the bizarre scene where a pack of rural hounds beat up Dyer. I don't think I was the only person in the cinema laughing. What I can't understand is the involvement of the companies behind this film - FilmFour and Verve Pictures. Both have been involved in some great independent British films in recent years. Verve distributed Bullet Boy, Code 46 and Red Road - Straightheads doesn't deserve to be mentioned in the same breath. FilmFour and Verve take note: is this really the best you can do? What are independent British filmmakers going to make of your artistic judgement? It's a big blot on both of your reputations. Listen carefully: can you hear the thousands of fans of independent British films crying in despair?",negative,imdb_huggingface,2026-03-26T22:36:41.908710
The Argonauts,negative,books_toscrape,2026-03-26T22:36:41.927378
"I couldn't relate to this film. It failed to engage me either intellectually, emotionally or aesthetically. The dialogue was very dense and uninvolving. I couldn't connect with and hence care about any of the characters and I'm finding it hard to find much that's positive to say about it.<br /><br />I've read that to understand it properly one needs to be familiar with some of the more obscure aspects of Catholic theology. I'll admit that, as an atheist, I probably am unfamiliar with many of the finer details of Catholicism, but I have also seen many films dealing with religious issues that have touched me because their themes are still universal to the human condition and don't rely on specialised knowledge or beliefs.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"You want to see the movie ""THE Gamers"" by Dead Gentlemen Productions. This is not that movie. This movie is not funny. It is a waste of time.<br /><br />All of the good comments here seem to be written by (poorly disguised) false third parties. The people who made this movie seem to be attempting to synthesize fake interest.<br /><br />This movie is not a well done mockumentary. Comparisons to ""Spinal Tap"" or Christopher Guest are insulting.<br /><br />The movie is so mean-spirited that I cannot imagine anyone familiar with the subject matter finding it funny. Being able to laugh at yourself is an important quality, but if you are the ones being lampooned in this manner, you'd have to hate yourself to enjoy it.<br /><br />The movie is not offensive because of its grand satire of taboo topics but because of its constant pathetic banality.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
For me this is a story that starts with some funny jokes regarding Franks fanatasies when he is travelling with a staircase and when he is sitting in business meetings... The problem is that when you have been watching this movie for an hour you will see the same fantasies/funny situations again and again and again. It is to predictable. It is more done as a TV story where you can go away and come back without missing anything.<br /><br />I like Felix Herngren as Frank but that is not enough even when it is a comedy it has to have more variations and some kind of message to it's audience....<br /><br />,negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Allen goes to the country (somewhere he hates going in real life) and has a weekend with his friends - which are the usual successful white middle-class bellyaching types that feature in many of his films.<br /><br />I usually find something to amuse in Woody Allen comedies, but here he really falls totally flat on his face. Even the one-liners seem to have deserted him. The really is no plot (bar bits and pieces of cod Shakespeare) - but Allen seems to use the location to allow a semi-mystical air, which just makes the thing even more witless and half-baked.<br /><br />It just doesn't work at any level and is just a giant bore. The best thing about this film (apart from the end credits coming up) is that the bad reviews seem to get him to wake up and realise that simply throwing together a slapdash script and casting your mates in it doesn't make for entertainment.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Thomas Clay has been mixing with the wrong types. That's the trouble with young people these days, they have no respect.<br /><br />Seriously this film should be avoided at all costs. The action in the main body of the film is slow and rather stodgy and ambles to the drug crazed ending as if, like it's director, it has no where better to go. We are introduced to the main title character who is a bit of an outsider, we see him at school and at home not quite fitting in, feeling awkward in himself as so many adolescents do. Robert falls in with bad lads and starts missing school and taking drugs and before you know it he is a psycho rapist.<br /><br />The film is really about Clay's total failure to understand the links between violence imagery and violent acts. Clay seems to think a generation of crazed youth are made evil by scenes of war on our TVs. yet he has filmed the most disgusting piece of SIMULATED violence. Is this guy for real?<br /><br />If Clay has not seen YouTube perhaps he is naive and unaware of will be done with the brutal climax scene from his film? All anyone will want to see is the most hideous scene from the end of the film and I am sure that will be what sticks with people. <br /><br />The rest of the film is pointless for in committing such an act of violence to film Clay not only damns young people who are actively engaged in preventing war, he also damns himself as perpetrator of extreme, tasteless violence for no better reason than his own personal celebrity status.<br /><br />Shame on all involved.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"I didn't know what to expect from the film. Well, now I know. This was a truly awful film. The screenplay, directing and acting were equally bad. The story was silly and stupid. The director could have made a smart and thought provoking film, but he didn't. I squirmed in my seat for the last half of the movie because it was so bad. Where was the focus to the film? Where was anything in this film? Christians should boycott this film instead of promoting it. It was shabbily done and a waste of my money. Do not see this film.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"This movie had a IMDB rating of 8.1 so I expected much more from it. It starts out funny and endearing with an energy that feels spontaneous. But before the movie is half-way through, it begins to drag and everything becomes sickingly predictable. The characters in the office were delightful in the first third of the movie, but we get to know them a little too well; they become caricatures, not real people at all. This is the same story I've seen hundreds of times, only told here with slightly different circumstances. The thing is, I could stomach another predictable love story if only the dialog weren't so stale!<br /><br />The only thing that could be worse is if the characters had inconsistent and unbelievable motivations, and unfortunately that was also the case with Dead Letter Office. Hopefully this movie will end up in the Dead Movie Office soon.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
Ayumi's Violin,negative,books_toscrape,2026-03-26T22:36:41.927378
"""People I Know"" is a clunker with no one to root for and no one to care about -- despite the game efforts of a talented cast.<br /><br />Pacino delivers his usual tour de force as Eli Wurman, a past-his-prime publicity agent hollowed out by a lifetime of moral corruption. But unlike Michael Corleone, it's impossible to have an emotional investment in this character, his dilemma, or his fate.<br /><br />The film traces Eli's preparations for a benefit for a liberal political cause, while distracted by a client's (Ryan O'Neal, good in an underwritten part) latest ""dirty laundry"" -- in this case, a TV actress companion who's gotten involved with the wrong people. Tea Leoni brings her customary star power to this supporting role, although again, the script doesn't give her much to work with. As Eli's sister-in-law, Kim Basinger manages to evoke sympathy despite implausible plot mechanics.<br /><br />This movie is strictly for those who like watching Pacino strut his stuff, and enjoy the other principals. Unfortunately, between the script and direction, ""People I Know"" is strictly amateurish. Hence its limited theatrical release, and speedy journey to DVD. Consider yourself warned.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Ladies and Gentlemen,please don't get fooled by ""A Stanley Kubrick"" film tag.This is a very bad film which unfortunately has been hailed as one of the deadliest horror films ever made.Horror films should create such a fear that during nights people should shiver their hearts out while thinking about a true horror film.In Shining,there is no real horror at all but what we find instead is just a naive,foolish attempt made to create chilling horror.Everyone knows as to how good the attempts are if they are different from reality.All that is good in the film is the view of the icy valley. The hotel where most of the actors were lodged appears good too.A word about the actors Jack Nicholson looks like a lost,lazy soul who is never really sure of what he is supposed to do.There is not much to be said of a bald,colored actor who for the most of times is busy pampering a kid actor.No need to blame the bad weather for the tragedy.It cannot be avoided as the film has been made and poor Kubrick is not alive to make any changes.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Notice I have given this 1 star if the option been given I would have given this zero. As I put this DVD into my TV and sat down on my couch I was expecting some of the worst film making at its finest. I looked this movie up on IMDb and saw that it was the worst rated movie so I guess I came into it critical of every mistake. But it didn't prepare me for the crap that was about to spew from my television screen.<br /><br />The box makes this movie out to look well OK at best. DO NOT LET THAT FOOL YOU. This movie needs to be banned from all shelves around the world.<br /><br />The best way I can describe this movie is like porn but without any sex scenes in it. The acting (if you can call it that), the ""plot"" (so many holes must look like Swiss cheese), and the special effects really are just terrible.<br /><br />Please do not be like me and rent this movie because you think it will be funny to watch.<br /><br />In the end I'm not saying I can make a better movie than this, but I am thinking it.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
S.I.C.K. really stands for So Incredibly Crappy i Killed myself. There was absolutely no acting to speak of. The best part of the whole production was the art work on the cover of the box.The budgeting of this movie was sufficient. The filming was sub sesame street. The production looks like that of the underground filming for mob hits. The props used in this movie were stolen from a clothing store. The ending was so predictable you should fast forward to the last 5 minutes and laugh. If there is a book out there for this movie I'm sure it's better. I would avoid this at all costs. I did enjoy the intimate scenes they made the whole movie worth it. just kidding.,negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Admittedly, I find Al Pacino to be a guilty pleasure. He was a fine actor until Scent of a Woman, where he apparently overdosed on himself irreparably. I hoped this film, of which I'd heard almost nothing growing up, would be a nice little gem. An overlooked, ahead-of-its-time, intelligent and engaging city-political thriller. It's not.<br /><br />City Hall is a movie that clouds its plot with so many characters, names, and ""realistic"" citywide issues, that for a while you think its a plot in scope so broad and implicating, that once you find out the truth, it will blow your mind. In truth, however, these subplots and digressions result ultimately in fairly tame and very familiar urban story trademarks such as Corruption of Power, Two-Faced Politicians, Mafia with Police ties, etc. And theoretically, this setup allows for some thrilling tension, the fear that none of the characters are safe, and anything could happen! But again, it really doesn't.<br /><br />Unfortunately, the only things that happen are quite predictable, and we're left with several ""confession"" monologues, that are meant as a whole to form modern a fable of sorts, a lesson in the moral ambiguity of the ""real world"" of politics and society. But after 110 minutes of names and missing reports and a spider-web of lies and cover-ups, the audience is usually treated to a somewhat satisfying reveal. I don't think we're left with that in City Hall, and while it's a very full film, I don't find it altogether rich.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"A truly unpleasant film. While Rick Baker's special effects are quite impressive (if stomach-turning), it has no other redeeming features. Like many 70s movies, it leaves you feeling as if you need to take a long shower, and scrub the slime off of yourself. The characters are uniformly unpleasant, and plot makes no sense.",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"Seriously what were they thinking? Over the course of years the Columbo series has tried out some new things and diverted away from the usual successful formula but this movie really overdoes it. This movie is basically very different from any other Columbo movie but the differences are not for the good of the movie.<br /><br />Main thing that of course makes this movie different from any other Columbo movie is the fact that there is no murder being committed. The entire premise of this movie is totally different and it places the Columbo character in a totally different environment and situation. Also the overall is just totally different and more 'modernized'.<br /><br />Director Alan J. Levi did some other Columbo movies in the past, which all very much sticked to the usual formula. It also makes it an odd choice that he got picked to direct this movie.<br /><br />The Columbo character himself also feels quite different, perhaps because of the reason that he gets placed in a totally different environment and situation, when he helps out his nephew after his bride disappeared right after the wedding. The absence of some good relieving and trademark Columbo humor also doesn't exactly make this a good or enjoyable watch.<br /><br />In all honesty, the movie doesn't begin too bad but the movie starts to become more and more ridicules with its story as it progresses. It's such a stupid written kidnap-thriller with a story that starts to become more and more unlikely. It also makes the movie more and more unwatchable. This is a very little interesting Columbo entry that also really doesn't know to entertain its viewers in any way.<br /><br />It also doesn't help much that the supporting actors aren't the most talented ones around. Despite the fact that his character is put in such a totally different situation and the movie is shot in such a completely different style, Peter Falk still holds up well and his presence still somewhat saves this movie. Can you just imaging how this movie would had been without him? It would had been an extremely bad and ridicules cheap movie I can tell you.<br /><br />An odd Columbo entry, which could be described as a failed experiment to divert from the usual formula.<br /><br />4/10",negative,imdb_huggingface,2026-03-26T22:36:41.908710
"I can't believe this movie was made as recently as 1984. It's got some laughable acting, not to mention one of the stupidest plots ever. Who would ever ask fat Texas sheriff Joe Don Baker to escort an Italian he illegally arrested in Mexico back to Italy? Not to mention that the title of the movie tells you pretty much nothing about it - in fact, it's about as generic a title for a wannabe action/cop film as I can think of.<br /><br />I'm glad I only saw this on MST3K with Mike and the bots as a shield. They remark on the female lead's resemblance to Elaine from Seinfeld (""None of them are spongeworthy"") and riff non-stop on Baker's weight. This movie probably isn't worse than ""Mitchell,"" but Baker's reputation definitely precedes him here: when his title comes up at the beginning of the film, Tom says, ""I wish I was illiterate so I wouldn't have to read that.""",negative,imdb_huggingface,2026-03-26T22:36:41.908710
i completely agree with jamrom4.. this was the single most horrible movie i have ever seen.. holy crap it was terrible.. i was warned not to see it..and foolishly i watched it anyway.. about 10 minutes into the painful experience i completely gave up on watching the atrocity..but sat through until the end..just to see if i could.. well i did and now i wish i had not..it was disgusting..nothing happened and the ending was all preachy..no movie that bad has the right to survive..i implore all of you to spare yourself the terror of fatty drives the bus..if only i had heeded the same warning..please save yourself from this movie..i have a feeling those who rated it highly were involved in the making of the movie..and should all be wiped off the face of the planet..,negative,imdb_huggingface,2026-03-26T22:36:41.908710
A World of Flavor: Your Gluten Free Passport,negative,books_toscrape,2026-03-26T22:36:41.927378
