text,label,source,collected_at
"It's alaways the same, we,ve been waiting years for this to come out and when it does you think to yourself, shall i buy it..I have decided not to, not because i'm not a fan of Star Wars, it's because i'm fed up with, all the film companies releasing colections only to replace them with another special edition anniversary etc etc edition.I know that Mr Lucas is going to put all 6 films in one super collection and when he does you can be sure thats the one I will buy, so people stand up to these people who keep bringing out different and better versions lets just keep it sensible.P.S Bet the collection is in time for Christmas LOL !!!",negative,amazon_reviews,2026-03-27T03:28:37.846206
"If you choose to rent and watch this, rent a hammer as well. First, smash the DVD of this to oblivion and then whack yourself on your bean several times for being such a knob. Dumbness, lameness, lousy acting mixed with a lousy plot and marginal purpose to OK computer generated action sequences. Whap yourself again if you ever think of this terrible movie again. The good stuff of this movie would make a total of an amusing four minute YouTube video with cowboy Owen Wilson and the Roman general bickering. That is it. Don't make me break out my own hammer... Move on. Bad, bad, bad movie.",negative,amazon_reviews,2026-03-27T03:28:37.846206
The filter had less pleats(18) compared to my old Fram air filter(30). More pleats means more surface area for filtering the air. The rubber around the edges were loose and didn't form a proper seal.,negative,amazon_reviews,2026-03-27T03:28:37.846206
This is a USB speakerphone of the worst quality I've ever seen. The sound quality is bad. My partner can hardly hear what I said. It is not the loudness but the echo. I will not recommend this speakerphone to anyone.,negative,amazon_reviews,2026-03-27T03:28:37.846206
"This Game is lots of fun. I bought it to play with my family over the X-mass holiday. The only down side is that the cards don't say what they do on them, you have to look them up in the book which comes with the game. This makes for slow game play at first. However, there are 2 different versions of this game available, and the collectors edition has printed what the cards do right on the cards, plus the art work on the cards is much nicer. I highly recommend getting the collectors edition, it's worth the extra couple of bucks.",positive,amazon_reviews,2026-03-27T03:28:37.846206
"Wrote Joe Nye : ""Alexa led me to the bed in the middle of the enormous room and pulled me down beside her. I kissed her breasts and ran my hand between her thighs. She gripped my shoulders tightly. Unlike the first time I made love to Alexa, when the ecstasy had been eroded by a sense of anxiety and uncertainty, I was sucked into this moment as quickly and completely as if I had placed my feet in quicksand. Memories from years ago blended with intense physical excitement in a driving, pounding torrent of passion.""Ridicule does not kill, but it can definitely lighten up your day!",negative,amazon_reviews,2026-03-27T03:28:37.846206
"This movie was abysmal. I don't understand how anyone could possibly rate it over two stars. The acting was ridiculous, it is amazing that Robert Duvall lent his name to the film. The cinematography was terrible. The plot also seemed thoughtless, although, having not read the book, I cannot attest to its faithfulness. It seemed as though the producers spent the movie's entire budget on payroll, as the props, writing, etc. were all very shabby. Overall, it is hard to even watch the movie all the way through.",negative,amazon_reviews,2026-03-27T03:28:37.846206
Good all round book for the doctor or counsellor looking at non pharmacological means to tacklean immense problem in society today.Also some key spiritual truths as emotions are intimatelylinked to the human spirit.,positive,amazon_reviews,2026-03-27T03:28:37.846206
"This has to be the Neil Young album to savour. Known as on of the ""roughest"" of all youngs albums, with that said, this is the best by far of Youngs early recordings. Songs such as L.A., and Last Dance, will leave you loving this rare gem. This is the cornerstone of all Youngs collection, left for you to love over and over again!!!! You aren't a Young fan until you have heard or loved this album.",positive,amazon_reviews,2026-03-27T03:28:37.846206
"This is the dumbest game ever, no questions asked. I thought Sega would do a better job for a game like this! Let me explain my experience:Well, first of all, I rented this game (good thing too) and I came home excited to play it because I'm really into monsters, and creating and customizing stuff. Well so I played it and I hated it. That's all there is to be said about ""Stupid, stupid, stupid Amazing Island!!!!!"" It's a good thing I only rented it, because I almost wanted to buy it before I knew what it was like. :-( DON'T RENT OR BUY IT! DON'T PLAY IT, PERIOD!",negative,amazon_reviews,2026-03-27T03:28:37.846206
I orderd this lens a few days ago and I am not keeping it. Here is my reviewPros:* Solid build quality* Fast and quiet autofocus* Well controlled Barrel Distortion even at 17mm.Cons:* After testing this lens for 2 hours. 95% of the pictures were comming out dark with some indoor pictures having dark corners even with my flash on. Picture taken at 2pm on a bright sunny day were dark and colors were dull!!!*My other L lens EF 70-200 f 4 (from 4 years ago) takes amazing picture compared to this one.ConclusionI think this is quality assurance issue. We are in bad economical times and Canon is getting cheap.Now I have to spend $20 to send it back...I am thinking that I am much better off walking into a store and paying the extra bucks and test the lens before buying it...or get a used one from 4 to 5 years ago. In otherwords treat any lens produced in the last 2 years like a Sigma lens test it before you buy it,negative,amazon_reviews,2026-03-27T03:28:37.846206
"ORDER THIS!! I was introduced to Minna after after seeing and doing a brief workout with the Fitness/Exercise On Demand Channel. After doing this routine a few times, I soon ordered the DVD and haven't been disappointed. It is an incredibly wonderful workout for fat burning. The added Bonus 15 minute training for abs really hits the spot (ouch! in a good way). I especially liked the Grace and Balance portion. Minna is concise and uplifting in that she provides a different type of cardio workout. The routine is not boring and very doable. You can start out slower if you need to and work your way up to her speed (which is what I did). I am very happy I ordered this DVD and you will too.",positive,amazon_reviews,2026-03-27T03:28:37.846206
"My first unit lasted about 5 months, and I had it replaced under warranty costing me about $40 or so in shipping costs and about a month's time. The replacement lasted about a year before it just suddently stopped working. The unit is quiet, so I didn't notice that it quit working until I saw the temp was at 81. I wonder how long it was out before I noticed? Customer service has yet to respond to my inquiry - it's been about a week now. Bad product is matched by bad customer service.",negative,amazon_reviews,2026-03-27T03:28:37.846206
"I bought this iron about two years ago. I'm forever leaving water in it, even when it's off. Big mistake as it spits water, as well as the heating element doesn't work properly. Irons aren't made to take this abuse, and now I have to get another. However, I'll buy another just like this as I love the titanium finish on the soleplate. I can't tell you how many times I've used fusible fabric, and it never stuck! Much better than any non-stick surface I've used. Wish I could get the iron repaired, as everything else works fine.",positive,amazon_reviews,2026-03-27T03:28:37.846206
"I would return this if I could. I thought this would have been a terrific razor considering the reviews. However, after a few months of use and switching blades (again, switching) I have noticed that one side shows more blade than the other...hence one side of the shave is ""closer"". Not sure what to do.",negative,amazon_reviews,2026-03-27T03:28:37.846206
"The word that I frist heard describing Kelly's new Album was edgey, and if by edgey you mean full of annoying guitar melody's then it is very edgey. The lyrics are fine, but they would have worked so much better if they were put the good music. Like I said the lead guitar is just overwhelming and annoying. Kelly Clarkson is famous because she is an amazing singer, and I don't want to hear her overshadowed with guitar melodies and overproduced background beats.",negative,amazon_reviews,2026-03-27T03:28:37.846206
"Wanted this book for several years--Gave up owning this book, due to being out of print with an extremely high resale price ($99.00 plus). Now that it is more reasonable - so I am now a very proud owner! This is a great addition to my collection of her books. She was my first ""idol""!",positive,amazon_reviews,2026-03-27T03:28:37.846206
"My 21-month-old son adores this book. The illustrations are bright and cheerful. The story has fun sounds to make, and he learns to count throughout the book. A wonderful toddler book.",positive,amazon_reviews,2026-03-27T03:28:37.846206
"My husband bought me this tool in 2008 and it has the same fly-apart head construction that other reviewers describe. Mine even broke a window. The tool is so non-functional that I don't see how B&D could have put it on the market. They clearly didn't test it themselves. When it isn't flying apart, it consumes cutting line as if it were spaghetti. I would NOT buy another string trimmer from Black and Decker.",negative,amazon_reviews,2026-03-27T03:28:37.846206
I purchased these salt and pepper shakers because they looked nice. They don't hold a lot of salt or pepper and the salt leaks out of the bottom. This was a bad purchase. I would not recommend them to anyone.,negative,amazon_reviews,2026-03-27T03:28:37.846206
"I got this doll for my 3 year old grandson, while he was playing with it, the very first day we got it, his leg snapped off. The joint broke completely, and he was not playing rough with it...just carrying it around, by the head no less. He tried to take the mask off and...*SNAP* the leg came off.",negative,amazon_reviews,2026-03-27T03:28:37.846206
"This is perhaps the fourth book by Ann Tyler that I have read and I realized after completing it, I continue to look for and hope for the bite, the razzle-dazzle keen eye she had for the human condition found in her earlier work.Alas, it isn't in The Amateur Marriage. This book has a cast of completely forgetable and unlikable characters, mundane plotlines and conflict, and no real developmental arc to any of them. If this is her subtle metaphor for life and marriage, well, thanks, but that's not my experience and that's certainly not why I shell out 25 bucks to read fiction! I like real life portrayed presented through the language of a gifted wordsmith--someone who can take ""ordinary"" and hold it up as extaordinary--she's done that before! Life's too short and I'll probably not waste another minute of it wading through another Anne Tyler novel.",negative,amazon_reviews,2026-03-27T03:28:37.846206
"This tripod is easy to setup for hands-free shower usage, but the nozzle hangs too low for stand-up showers. In part because I've hacked in a much better shower head for the Zodi hose that hangs even lower, I also had to hack an extension for the upright to get the entire rig to hang just above my head (I'm 5'10; thankfully my shower hut is 7' :). If you need to raise the curved piece, a piece of 3/4"" white PVC tubing slides right over the tubes with enough support for the top piece and the shower head, without throwing off the tripod balance too badly.Also, on first assembly, we found how poorly the curved piece at the top was welded to the supporting upright; it came off in my hands with very little pressure applied (the other reason why the PVC sleeve became necessary; I have no welding facilities, and didn't think solder would be as strong as I needed.)It looks good in principle, but the low height and cheap manufacture work against it in my books.",negative,amazon_reviews,2026-03-27T03:28:37.846206
