text,label,source,collected_at,predicted_label,confidence
This book was so encouraging. The self test to identify my levels made this read a keeper. I experimented with one amino acid for evening carb cravings and just like promised... there were immediate results. I haven't eaten at night out of hunger or comfort for 6 weeks. The biology is simple and the comparison of refined grains lending to addiction with not only food but alcohol was a game changer for me. I have a plan for a year's investment in a quality multivitamin and a list of supplements that make sense and are easily obtainable. I believe I will finally be successful in my journey to become healthy.,positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.996
"My cats seemed to be amused to work for their food. One cat would roll the ball with her paws and nose, and the other would walk behind her and eat up whatever fell out -- teamwork! I knew they'd dig this ball because I had already made something similar out of a plastic water bottle before that they liked a lot.A few weeks after getting this, though, the ball was never to be found again. I think it may have rolled down into the dark basement at some point and became one with the clutter.+1 for the adjustable hole sizes. -1 for the mess that happens when trying to put the food in by hand (although this could be solved with a funnel).",positive,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.998
"I've had and used this Bumkins Waterproof Sleeved Bib for 2 months on my now 18 month old and it works great at keeping her clean. In most cases I simply wipe it down with a wet sponge if she's spilled wet food on it and I've only felt a need to throw it in the washing machine 3 times. It is sturdy, washes well, dries quickly, is easy to put on and the butterfly motif is pretty. The long, cinched at the wrist, sleeves are great too.A must have that makes clean up fast and easy.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9988
"I must agree with my friend from Forest Hills, New York. The ending does make you scratch your head a piece. However, I have read The Butterfly Hunter and The Japanese Corpse, and this is the man's style for sure. However, I have always detected something very very unusual in his work and something very very American here. The work rings of Heinrich Boll in places, but something intuitive tells me otherwise. You may find the vulgar racial resonations of Det. Grijpstra's work associates uninspiring, but alas.I've always wondered what happened to Frank Serpico. He did vanish to the same part of the world as Van De Wetering, and he was fond of this kind of urban detective fiction. But maybe this is reaching . . . but not as reaching as the ending of this book. I enjoyed it none the less.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9804
"The grinder seems stable at low, med and high speeds without the eye protective plastic shields. When the shields are installed (A NECESSITY), they vibrate very badly, making a loud noise. The shields are not secured well enough to the grinder. As a result, at high speed the vibrate as much as 1/2 inch or more! This puppy is going back..",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9993
"This is just a standard set of feeler blades. I lost my old set and haven't missed 'em for 20 years. These were priced right, they have legible sizes marked on each blade, and I think I'll get my spark plug gaps, starting point for my points, and valve clearances set correctly with them.Nice product.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9969
"The unconvincing plot, shallow characterizations and inaccurate editing would have been embarrassing for an amateur. I am left wondering if the real plot is to discover who wrote this. It can't be the same Dick Francis I have enjoyed year after year.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9995
"This book, which is loosely based upon a real event in the USSR, has a unique setting and characters. Once it got going, it reminded me of a good Stephen King book that wouldn't stop until the last page! I'd recommend it to anyone who wants a non-traditional story with a lot of suspense!",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9997
"First, I love Shelby Foote. I have seen him as a commentator in many documentaries. I would love to give him a Five star rating for this treatise, but I can't . I am absorbed with the civil war, but I got bogged down in the minutiae of this account. Sorry. For a historian, it would be a great read! I'm not a historian and I prefer the writing style of Jeff Shaara.",positive,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.996
"Though there are disparaging reviews about this book, and I can understand their positions, I cannot agree with them. The knowledge in this book is extremely thorough and the slow presentation of information makes it more likely to be remembered when needed than from such books as Back to Basics or Storey's Basic Country Skills. I find that this retention is a great thing so that you do not always have to keep referenceing the book or kicking yourself when you go to buy your first sheep and cannot remember what you are supposed to look for.I also love the recipes. They are concise, easy to follow, and several are presented on any given page.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9901
"I dont recall hearing much Yo Yo Ma during what I could take of the CD. Yelling and screaming followed by passages of instruments with unlistenable melodies. Every CD has songs that arent as listenable as the others. But thats ALL this disc offers. I was angry at myself for havinng paid money for it. Had I the opportunity to listen before I bought, I would not have bought this. I sometimes enjoy listening to the SDTK from Crouching Tiger, Flying Daggers, Hero, or other films when practicing martial arts. I was expecting more of that. I got none of it. Even the last track on this CD is a partial lift from the Crouching Tiger disk! its not even the whole song!! Thats the only track I recognized Cello from.I want my money back",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.998
I really didn't like this book. It really does not offer any real good info on how to master measuring instruments. It glosses over different types of instruments with out really telling one how to use them. I can not recommend this book,negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9987
"This thing fell apart after less than a year of use. First, it developed a leak where it mounts to the faucet. That happened at around 3-4 months of usage. Then, the chrome colored bottom piece where the water comes out fell off, so it was chrome finish on top and black on the bottom. That happened at about 4-5 months. Then, it simultaneously developed a much larger crack where the filter rotates and two pin-sized holes on the visual indicator window, so water would spray everywhere when I turned the filter on and even when I wasn't using the filter. That happened at around 6 months rendering this p.o.s. completely useless. It was as if it had been run over by an 18 wheeler, not just sitting on my sink. This could possibly be the worst product I may have ever purchased. Check my other reviews, I can usually find something good to say about a product, but I am completely dissatisfied with this one. I would not recommend this product to anyone, ever.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9998
"This is normally a very good product. However, I NEVER received it when I ordered it at Amazon. I have sent a letter to the seller. I got back an unhelpful reply. I hope it will be resolved. I can not afford to throw my money away.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9514
I purchased this book as a beach book and was not disappointed. This is the first work I have read by this author and immediately after finishing Four Seasons began to search for more books by her. This was a wonderfully woven tale of family tragedy and triumph as well as individual growth within the protagonists as women and as sisters.,positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9996
"We have been going through quality can opener nightmare lately, every single can opener I buy is junk. In fact the one I bought just because I was at wits end, at the Dollar Tree, lasted longer then many high priced can openers, including this one. I saw this and saw $20 for a can opener? But then I thought I am so over it, I am going to splurge for top of the line. I was very excited about ending the nightmare. About 2-3 weeks later, just stopped working, you could fight with it sometimes and manage to finish opening the can you have partially open, but most the time I had to pull the Dollar Tree one out and struggle through that to get my can open. I am very disappointed in oxo. I have always trusted their products without doubt, now I will look on with doubt on them as well. BTW I think this is my first review, if that tells you how strongly I feel about this lol",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9977
Living in Spain its too expensive to buy these there and ship to America but buying from Amazon they're a very good price and as cheap as in the UK.,positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.981
"This is a wonderfully comfortable and good looking pump especially if you're looking for a slightly wider toe box. It looks great with a skirt or slacks. My only complaint is that after finally accepting that a wide width is the most comfortable, and kindest to my feet, I can't find my size (6.5 W) in navy. I have the shoe in black. If anyone from Naturalizer is reading this message; how about making more sizes and colors in wide widths available?",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9997
"i am so far impress with the image quality, there are problems but it is a good deal for the price cannot beat hat,",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9992
"My husband bought me this tool in 2008 and it has the same fly-apart head construction that other reviewers describe. Mine even broke a window. The tool is so non-functional that I don't see how B&D could have put it on the market. They clearly didn't test it themselves. When it isn't flying apart, it consumes cutting line as if it were spaghetti. I would NOT buy another string trimmer from Black and Decker.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9982
"Bought this to install in a 2000 Ford Focus. Does NOT fit !!! Best Buy charged me three times the price for the correct part. According to their reference guide, which was from the same manufacture as this one, my Focus required an Audi/VW/European. I second guessed the kid at the store, but he told me that this is the part number it calls for. It fit and works perfectly. When you remove your old car stereo, you'll find a MALE connection on the end of your antenna. This part also comes equipped with a MALE end which will NOT connect. Make sure it's a FEMALE or you'll be throwing away $8.00 like me.",negative,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.8674
"This monitor is very accurate,and for the past month has been within 5 points of my doctors mercury blood pressure monitor. The only drawback: it cannot store independent data for two persons,which may be ideal for couples. The hand positioning sensor is also a great addition that improves the accuracy of the readings.I would highly recommend this monitor to anyone.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.998
"The news was heard all around the globe when The Dark Knight Rises opened in theatres in late July the 20th, there was this bloody shootout inside the auditorium. There was one survivor whom I believed was playing dead, that was cool and smart thinking; but let us not forget the victims who did not make it out alive, for we are truly sorry for the loss of lives in that one single night.I am not exactly a Canadian, I am from London England. Doesn't matter, quite honestly, I was pretty darn scared myself if I went to see the movie on opening night, so I just told my friends and sibling that I was scared myself, knowing that The Dark Knight Rises was truly a masterpiece, last one in the trilogy and not to be missed. Amen.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.981
"This is the first Devine book I've read. I've heard that her stories are comparable to Robin Schoen in eroticism and suspense. The sex was very plentiful and steamy. The characters of Diandra and Justin were well conceived and developed. The plot, altough a bit contrived, was suspenseful and kept my attention, but the ending was hurried. Ms. Devine spent over 270 pages developing the story to have the mystery unraveled in under 10 pages. Also, the fact that Justin and Diandra would find love in the mist of such contention and mistrust is unbelievable. Despite the quick and unsatisfying ending, I recommend the book. Ms. Devine's sexual imagery is outstanding and the story was capitivating. If your looking for a book that will leave you dreaming for some bridal cream this is it.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9951
"If you choose to rent and watch this, rent a hammer as well. First, smash the DVD of this to oblivion and then whack yourself on your bean several times for being such a knob. Dumbness, lameness, lousy acting mixed with a lousy plot and marginal purpose to OK computer generated action sequences. Whap yourself again if you ever think of this terrible movie again. The good stuff of this movie would make a total of an amusing four minute YouTube video with cowboy Owen Wilson and the Roman general bickering. That is it. Don't make me break out my own hammer... Move on. Bad, bad, bad movie.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.999
"With all the violence in the world, do we really need to sit through a movie where two women torture and beat the living daylights out of each other? I could not endure this flick to it's ""painfully ironic ending...""",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9906
"I saw this unit on vacation and came home and bought one. That was several years ago. Finally, our beloved brewstation gave up the ghost and went on to coffeeland in the sky. So, I promptly bought another one. Morning is just not the same without our brewstation!",positive,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9882
"""As the Last Light Drains"" is an exceptional melodic hardcore metal release by former Earth Crisis members. While there are definate similarities in the sounds of the 2 bands, I personally think that Freya sounds better -- not necessarily heavier, just with better songwriting overall. Will appeal to fans of bands such as Sworn Enemy, Hatebreed, Ringworm, and of course Earth Crisis.Standout songs include ""Glasseating Smile"" and ""April Witch"".",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9989
"Good price, free shipping, fast delivery, high quality.I use these in my Porter-Cable gun. Work perfectly every time. I ordered a second and third box.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9988
"This is perhaps the fourth book by Ann Tyler that I have read and I realized after completing it, I continue to look for and hope for the bite, the razzle-dazzle keen eye she had for the human condition found in her earlier work.Alas, it isn't in The Amateur Marriage. This book has a cast of completely forgetable and unlikable characters, mundane plotlines and conflict, and no real developmental arc to any of them. If this is her subtle metaphor for life and marriage, well, thanks, but that's not my experience and that's certainly not why I shell out 25 bucks to read fiction! I like real life portrayed presented through the language of a gifted wordsmith--someone who can take ""ordinary"" and hold it up as extaordinary--she's done that before! Life's too short and I'll probably not waste another minute of it wading through another Anne Tyler novel.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9661
"This CD recorded live in NY, at the Roseland (in 1999) is an EXCELLENT live CD. Most of the songs are ones we all love from George Gee, there are quite a few moderate tempo songs that are great to lindy hop (swing) to and frankie manning calling the shim sham is an added bonus - which is quite fun to listen to and follow along.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9998
"This was a hard book for me to get interested in to begin with. But I kept reading and it really did get better and then I thought I was missing some of the book. I even went back a couple of pages on my Kindle thinking I hit the forward button by mistake. Here in what I would have thought was the middle of the book are all these character discriptions and some of the characters were not even in the book. Any series I have ever read had a beginning, middle and an end. The books could have stood alone, but made me want to continue reading the series to see how the story and the characters evolve. I felt with this book I really was missing part of the book. I doubt I'll finish this series unless the rest of the books are offered for free or the 99 cent special. The only way I'd pay more is if the second one is free and I feel the books are actually going somewhere.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9995
Awesome! I don't remember this movie coming out in theatres so it must not have done well. I thought it was funny through out especially if you never got to go on Spring Break and would go if you had the opporunity to party with the college kids.,positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9829
"I bought this CD because of one song-""What Would You Do"". This is definately the BEST song on the album. The message is sad b/c it talks about a mother who has to work as a prostitute to feed her son, but I absolutely love it. The rest of the album is ok, but What Would You Do is the deepest song on here. As well as ""Sista"". I don't like rap music that much but City High is different.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9996
"At first, I felt like I was watching ""Investigative Reports"" on A&E. You know, interesting, but not engaging. However, it wasn't until 1/2 hour into the film, that I realized how involved I had actually gotten. I couldn't turn it off, and I was anxiously riveted to my sofa to find out ""whodunnit."" Congratulations to these two independent filmmakers for a job well done!",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9924
I purchased three of these from another vendor through Amazon for less than the combined price + shipping charged by this merchant. I just got them so too soon to rate the performance and hopefully I'll never have a power surge to test them.,positive,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9991
"I had a hard time taking this book seriously, as it is full of false logic and disinformation. No sources are cited, at least not in my edition, leading me to wonder where he learned how pregnancy feels for all women. Like much of his work that I read, I found more false premises here than actual facts.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9992
I ordered this item and have checked it monthly only to notice that it has lost a significant amount of the original charge and needs to be replaced... after 18 months. The manufacturer stated that is should be discarded in twelve years if it has not been used. Apparently I got a dud. I am unable to return it because Amazon does not accept hazardous materials returns.,negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9997
"This is the first Peter Jenkins book I have read and I was a bit disappointed. There are some good Alaska moments here, but they are drowned out by Jenkins' personal reminiscences. If I wanted to hear about how melancholy he is about his daughter growing up and moving away I would have bought a different book. I wanted to read about Alaska-- and I found too little of that in this book. (For the record, I lived in Fairbanks for 3 years-- I was looking for the quirkiness and beauty that I remember from Alaska in this book. It wasn't there).",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9975
For some reason when it was released in the US this year they decided to edit out most of the comedic scenes and most anything not directly involving Jackie Chan from the earlier release. They also almost totally replaced the soundtrack with music that for the most part didn't match the scene. I like Jackie Chan films but this release was very disapointing. The only up side was that the voices were re-dubbed by I think by the original actors. The action is still good but the older versions of the film are better.,negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9961
"When I first heard ""Le Champagne"" & ""In Progress"", both released on one 12"" on the west coast based Naked Music label..I was completely blown away.For me, they are the best house tracks i've heard in the last 20 years...hands down.I was hoping his other material was in a similar vein, but alas..it's NOT.This album has no developed musical ideas. All the tracks sound like ideas that were never fleshed-out and turned into actual pieces of music.Please Trentemoller...do some more tracks like ""Le Champagne""!!!!",negative,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.898
"This toy chest is exactly what we were looking for. It is very large to store plenty of toys and the top detaches. The problem is it was extremely difficult to assemble. In fact, I almost returned it because the sides just wouldn't connect. After trying several times and using a hammer and sitting on it, we managed to get 3 sides assembled and it was enough to hold it. We decided to keep it rather than go through the hassle of returning it. After all the abuse it took to assemble it, I think it will hold up to anything a child could do to it.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9913
This is argueably the best book of the genre that I have ever read. Whenever I get into any discussion of books this is the one I recommend.,positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9998
"What a load of garbage. First of all getting though the boring yuck of his life story is just stupid. Then the story, parts aren't half bad. Getting interrupted by his italics was maddening. This book was not worth my money,time or effort. Save yourself!",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9998
"I have a 4 year old and 6 year old. Both boys. This is just about the ONLY game they have which they will both play together, for long periods of time, without adult input.The only downside? The balls included with the game too often find their way to other uses ... or under the sofa.... but if you've got two young children of different ages, I highly recommend this game.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9949
"The Dolby sound is awful; in fact, you can't even hear some of the dialogue on the dvd.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9996
The battery I received is not from APC as the picture and the description suggested and I was not able to return it.,negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9996
"I bought this book for myself when I was about 4 months pregnant, and thought that it was the worst book in the world for a pregnant woman to read!! I really hated the part where she said that when my husband told me that I was still beautiful that he was lying and when my friends said that they couldn't tell that I was pregnant, that they were just being nice. From what I understand, this woman is not a doctor, and I certainly wouldn't want her as a 'girlfriend'. There are MUCH better books to be read of there.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9991
"By the title, one would expect this volume to be a sort history of haiku as it relates to Japanese culture. As I found when i purchased this, it is certainly not. Ninety percent of this book is comprised of essays by the author concerning his faith and devotion to Christian doctrine without mention of haiku at all. The last 10 pages or so are filled with his haiku in English, which are not outstanding. I am baffled by the title, since haiku seemingly has very little to do with Mr Norimoto's life.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.998
"I'm not sure of Amazon's return policy, but the manufacturer's return policy is- if this dies on you (which mine did after less than 1 week of use) you have to buy a second one from them at whatever price you bought the first one for, and then ship the old one back, and then they will ship a new one, and then refund the second purchase amount. Ridiculous!",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9997
"My son asked for this software for Christmas last year, after he discovered the joy of stop-motion animation. Even with the limited camera placement options available with my laptop's built-in iSight camera, he enjoys making Legos and Hot Wheels zoom around the room.I have to imagine that software of this caliber would have cost professional animaters thousands of dollars just a few years ago, and I can hardly believe that we live in a time when it is inexpensive enough to serve to entertain a kid on a quiet evening.",positive,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9561
This item is without a doubt the worst waste of money in my life. I threw it into the trash. I rate it no stars.,negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9998
"If you want a memory foam product look elsewhere. This (2.5"", not 3"") pad has a shorter memory than Ronald Regan on Midazolam. Choose a bona fide heavy-weight product, expect to pay well for it, and air it out for a couple of days just to be safe.",negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9995
"This book includes some great, creative ideas for wedding shower planning. It is great for DIY person that wants to create memorable, personalized moments. I will use this book for the 2 bridal showers I am planning next year.",positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9998
I orderd this lens a few days ago and I am not keeping it. Here is my reviewPros:* Solid build quality* Fast and quiet autofocus* Well controlled Barrel Distortion even at 17mm.Cons:* After testing this lens for 2 hours. 95% of the pictures were comming out dark with some indoor pictures having dark corners even with my flash on. Picture taken at 2pm on a bright sunny day were dark and colors were dull!!!*My other L lens EF 70-200 f 4 (from 4 years ago) takes amazing picture compared to this one.ConclusionI think this is quality assurance issue. We are in bad economical times and Canon is getting cheap.Now I have to spend $20 to send it back...I am thinking that I am much better off walking into a store and paying the extra bucks and test the lens before buying it...or get a used one from 4 to 5 years ago. In otherwords treat any lens produced in the last 2 years like a Sigma lens test it before you buy it,negative,amazon_reviews,2026-03-27T03:28:37.846206,negative,0.9952
Good all round book for the doctor or counsellor looking at non pharmacological means to tacklean immense problem in society today.Also some key spiritual truths as emotions are intimatelylinked to the human spirit.,positive,amazon_reviews,2026-03-27T03:28:37.846206,positive,0.9997
