text,label,source,collected_at,predicted_label,confidence
So You've Been Publicly Shamed,negative,books_toscrape,2026-03-26T22:36:41.927378,negative,0.9943
"Saga, Volume 5 (Saga (Collected Editions) #5)",negative,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9728
The Project,negative,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9937
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9992
The Star-Touched Queen,positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9992
You can't bury them all: Poems,negative,books_toscrape,2026-03-26T22:36:41.927378,negative,0.9573
Wall and Piece,positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9921
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9983
The Star-Touched Queen,positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9992
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9999
Dark Notes,positive,books_toscrape,2026-03-26T22:36:41.927378,negative,0.9851
The Omnivore's Dilemma: A Natural History of Four Meals,negative,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9991
The Last Mile (Amos Decker #2),negative,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9752
Her Backup Boyfriend (The Sorensen Family #1),negative,books_toscrape,2026-03-26T22:36:41.927378,positive,0.8448
"Nightingale, Sing",negative,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9914
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",negative,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9988
Someone Like You (The Harrisons #2),positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9989
Mrs. Houdini,positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.8755
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,positive,books_toscrape,2026-03-26T22:36:41.927378,positive,0.9997
"Hitokiri (which translates roughly as ""assassination""), a/k/a ""Tenchu"" which translates roughly as ""divine punishment"") showcases Hideo Gosha at the top of his form. Do NOT miss this one, or Gosha's other classic, Goyokin! Hitokiri is not only one of Gosha's best films, it's one of the best ""samurai/chambara"" films ever made, and perhaps one of the best Japanese films ever exported.<br /><br />Be warned, all of the intricate plot details in Hitokiri can be a little hard to follow for those unfamiliar with 19th century Japanese history. Even so, the underlying human drama is obvious and open to all viewers. As per the norm for Gosha, Hitokiri provides yet another variation on his traditional theme of ""loyalty to one's lord"" vs. ""doing the right thing"". However, Gosha develops his favorite theme with such sophistication, that it's really _the_ movie to see (along with Goyokin, of course).<br /><br />I suppose it breaks down like this: If you want a simpler, more action-oriented tale, you might want to see Goyokin. However, if you want a more thoughtful, multilayered (albeit grim) drama, see this one.<br /><br />(OK, OK, essentially, the historical backdrop is a massive power grap between many different samurai clans who are either (1) working to reform, yet retain, the Tokugawa Shogunate, and (2) those who are trying to install the Emperor Meiji as the supreme ruler of Japan. Of course, those clans working ""for"" Emperor Meiji were often less interested in ""reforming"" Japan than in ensuring their own clan more power in the ""new world order"". Ironically, the entire feudal system was officially abolished as one of the first reforms of the Meiji government. It's ironic twists like this -- Gosha's big on irony -- that make the entire plot all the more bittersweet.)<br /><br />What distinguishes ""Hitokiri"" from Gosha's other movies is Gosha's mature sense of cinematography. Every shot is thoughtfully composed, and (much like Kubrick's Barry Lyndon) each frame of the movie could hold its own as a still composition. Of course, this is typical Gosha. Hitokiri really stands out with stunning backdrops, including(as with Goyokin) many riveting seascapes. Just watch the opening sequence, and you're hooked! Make no mistake, this is no English period piece: Hitokiri is extremely violent (don't say you weren't warned).<br /><br />What else, other than cool camera work, makes Hitokiri stand out? The performances seem (to me) a bit more subtle in this one. Katsu Shintaro (of Zatoichi/Hanzo the Razor fame) turns in a star performance as the conflicted protagonist/antihero, Okada Izo. Katsu manages to instill humanity to a character that seems almost more wild animal than villain. Throughout the movie, you're never quite sure if you're engaged or revolted by Okada's character. At the same time, Katsu's portrayal of Okada's ravenous hunger for respect, and his later pathetic attempts at redemption, seem so human that you can't help but feel empathy/sympathy. Of course, after seeing Nakadai Tatsuya play the tortured hero in ""Goyokin"", it's great to see him play such a ruthless villain in ""Hitokiri"". He's just perfect, there's nothing more to say!<br /><br />As a final note, perhaps more interesting to buffs than to casual fans, don't miss the last screen appearance of Mishima Yukio (yes, the closeted gay right-wing ultranationalist novelist who committed suicide by seppuku before the crowd of jeering Japanese military personnel he ""kidnapped"" in 1970, and had a movie on his life and work made by Paul Schrader), who actually does a pretty solid job of portraying the honorable (for an assassin) Shinbei Tanaka.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9986
"This one grew on me. I love the R.D. Burman music and in spite of the cruder elements of the story I found much to be moved by as I kept re-watching the movie. The brother-sister plot line is powerful, I thought; there's also more probably obligatory stuff, like bar fights, a loony crime story, etc. that are just distracting. (Though not unfunny from a certain point of view.) Also the English translation is definitely by someone for whom it was a bit of a stretch, and as loony as it is I am grateful to him for doing it.<br /><br />Like many of the Bollywood movies I've seen, this one is melodramatic and opera-like, including here notably a song sung first by a little boy to cheer up his abused and unhappy sister, and then the same song sung 12 or so years later by the man who has travelled to Kathmandu seeking to re-connect with this girl, grown up and troubled (she had been told her brother and mother were dead), numbing her pain with drugs.<br /><br />A super thing about this 1971 movie is that it is about the hippie movement, which brought hordes of seekers to India, from an Indian point of view, that sees them as people driven to India by a spiritual hunger aroused by the failings of their own societies, but nonetheless, in India, living only for the pleasures of the moment. The hippie singing-dancing-drugging scenes are truly wonderful, and accurate in their tone (I'm old enough to remember), and I feel pretty sure that the masses of young white zoned-out kids are actual hippie extras, as I remember hearing about kids on the caravan to the East getting this kind of work in Bollywood.<br /><br />(It is not about the actual Hare Krishna movement, though the movie hippies sing a Krishna/Rama chant, as do a group of actual Indian devotees, unrelated to the hippies, in the opening scene of the movie.)<br /><br />~Virginia",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9941
"Nacho Vigalondo is very famous in Spain. He is a kind of bad showman who can make you feel sick... Very embarrassing. Nacho had made some commercials in TV, I remember one in which Nacho was looking for Paul Mc Carney around Madrid (the commercial was about a Mc Carney CD collection). <br /><br />This little movie is like a Nacho's commercial: bad storyline, bad directing, and awful performances. I can't believe that a disgusting movie like this was in The Kodak Theater. Poor Oscar...<br /><br />Nacho could made this movie because of his wife, the producer of this 7:35, a woman very well connected with Spanish TV business men.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9998
"Even if you know absolutely nothing about Ireland, you have to love ""My Left Foot"" (and especially Daniel Day-Lewis' performance in it). He plays cerebral palsy-afflicted Christy Brown. Due to this, he has spent most of his life ostracized. Even when trying to warn people about something, they just laugh at him. The light in the darkness for him is that he has control over one body part: his left foot. He uses that appendage to paint and write poetry, bringing him to prominence.<br /><br />Daniel Day-Lewis and director Jim Sheridan did very well on this collaboration, and also on a later collaboration: ""In the Name of the Father"" (but ""The Boxer"" was unnecessary). ""My Left Foot"" can make you feel many ways: sad, hopeful, or something else. But in any case, Daniel Day-Lewis gave the performance of a lifetime here. A great movie in every sense.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9991
"I have read the book a couple of times and this movie doesn't follow exactly as it should. I could let this slide, it is after all a movie. However I have serious issues with the setting of the movie. Nobody has seemed to mention that this movie and the book it is based on are based in actual events that happened in Nebraska. I live in Nebraska. I grew up in the town that this movie is supposed to be based on. First of all, the ""small"" town that is talked about as the setting, is the third largest city in the state. With a population of around 50,000. Grand Island is the largest city between Lincoln and Denver. Second the scenery for the movie is wrong. Grand Island is in the Platte river valley. Which is very flat with very few trees. I tried watching this movie, but it made me mad to see my hometown being treated so bad. This was a real event. Large sections of the city were wiped out. In the book they talk about riding bikes from Mormon Island to Fonner Park. I guess you could if you don't mind a 15 mile ride each way. For anyone who wants to know what really happened go here http://www.theindependent.com/twisters/",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9993
"Here's an indie film I really wanted to like, but ultimately could not. The lack of script (boldly proclaimed in the main titles) really shows through and kills the picture. The story is a nonsensical mess that isn't worth trying to figure out. I quickly became bored within 10 minutes, then suffered through the remainder of the first 40 minutes--hoping for the best--before hitting the chapter stops to (mercifully) get to the end... even that wasn't worth the extra effort. OZARK SAVAGE clearly tries too hard to be clever, lifting its best sequences from EVIL DEAD 2 and THE MATRIX. As a result, there's very little in OZARK SAVAGE that hasn't been done before, and better. This film would have been much more fun as a 10-20 minute short, but as a feature, it just feels padded and forced. Of course, there's no money in shorts, so I completely understand the financial reasons that I assume motivated it being stretched out to 75+ minutes. Director Matt Steinauer shows great promise, and I wish him luck.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9996
"When this movie first came out back in 1984, Prince was one of the hottest acts around. Everyone wanted to see this movie, which was not much more than a extended music video. The acting was pretty bad, but what can you expect from musicians acting on the big screen for the first time? Despite that, it was still a very entertaining film! Morris Day and Jerome Benton provide some all time classic comedy, especially their rendition of ""The Password"", which will make you think of Abbott & Costello doing their ""who's on first"" baseball routine.<br /><br />Appolina (who went by a single name then) provided some beautiful breasts, so you had the brief nudity covered. Plus, she is very attractive. And of course, the soundtrack of the album is one of the best Prince ever recorded. Prince later on had a fallout with Warner Bros. and changed his name, but at this particular time in his career, he was at the top of his game.<br /><br />This movie doesn't rank in the all time great category, but it is pretty entertaining.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9993
"Harvey Keital's best performance so far the new century. Very nicely photographed, a beautiful snap-shot of pre-Castro Cuba. The story revolves around the nephew of a local minor crime boss who develops a friendship with an American with Hollywood connections. It's really about the moment when a boy awakens to the fact that the small circle of people he knows actually live in a much larger, much more complex world that he doesn't yet understand.the script is strong and filled with humor, the direction is crisp. Over all, a really professional job that fits in well with the tradition of Latin American cinema. The one weakness is the decision to shoot in sync-sound English rather than Spanish - probably to improve sales in the US. Unfortunately, this just makes the film a little less convincing. But if you can see beyond this, you will find a heartfelt trip to another world. Recommended.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9997
"Back in the 1970s, WPIX ran ""The Adventures of Superman"" every weekday afternoon for quite a few years. Every once in a while, we'd get a treat when they would preempt neighboring shows to air ""Superman and the Mole Men."" I always looked forward to those days. Watching it recently, I was surprised at just how bad it really was.<br /><br />It wasn't bad because of the special effects, or lack thereof. True, George Reeves' Superman costume was pretty bad, the edges of the foam padding used to make him look more imposing being plainly visible. And true, the Mole Men's costumes were even worse. What was supposed to be a furry covering wouldn't have fooled a ten year-old, since the zippers, sleeve hems and badly pilling fabric badly tailored into baggy costumes were all painfully obvious. But these were forgivable shortcomings.<br /><br />No, what made it bad were the contrived plot devices. Time and again, Superman failed to do anything to keep the situation from deteriorating. A lynch mob is searching for the creatures? Rather than round up the hysterical crowd or search for the creatures himself, he stands around explaining the dangers of the situation to Lois and the PR man. The creatures are cornered? Again, he stands around watching and talking but doesn't save them until they're shot. Luke Benson, the town's rabble-rouser, shoots at him? Attempted murder to any reasonable person, but Superman releases the man over and over to cause more problems. Superman had quite a few opportunities to nip the problem in the bud, but never once took advantage of them.<br /><br />That said, both George Reeves and Phyllis Coates played their characters well, seemingly instantly comfortable in the roles. If only they had been given a better script to work with.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9987
"I mean really. This is not going to help the Australian film industry to make this kind of film with no values of any kind. Okay, if you're a stoner and have nothing better to do, then maybe. I think film-makers from here should try to show the rest of the world what great talented people we have, and this is not the vehicle for it. Come on now, this film is just tacky.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9996
"This is by far one of the most boring and horribly acted accounts of the early days of Adolf Hitler that I have ever watched. Robert Carlyle is a wonderful actor, but to cast him as Hitler is just plain wrong. To cast Liev Schrieber as Hitler's longtime friend and aid, Haefengstal must have emitted cries of despair and anguish from the Simon Wiesenthal Centre. A J-W playing a Nazi supporter, bad bad bad casting. This was not an enjoyable family film with a good historical background. This was Hollywood rubbish at its finest, cashing in on the strength of a strong (but sorely under utilized) supporting cast of actors whom seemed to have all but disappeared from the acting radar in the past 5 years.<br /><br />The fake German accents (vee vill vin zis var) is insulting to German people everywhere. My mother is German and she sat fuming at the sound of the voices which kept switching from American/English/German all in the same sentence. The supporting cast make better cardboard cutouts at the local video store than they do on screen. Jenna Malone as the fated Geli Raubal, was splendid though, she captured the innocence and confusion of this tragic young woman who ultimately ended her own life to escape what her future would have been like in Hitler's shadow.<br /><br />If you would like a tremendously fantastic and historically accurate account of Hitler's early years leading up to and including the war/holocaust, rent ""Inside the Third Reich"" 1983 starring Rutger Hauer as Albert Speer and Derek Jacobi as Hitler. It was good and made more sense then this baloney.<br /><br />As a historical researcher of the Third Reich I can honestly tell you, this had me reaching for my books to confirm its myriad of inaccuracies.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9653
"Who me? No, I'm not kidding. That's what it really says on the video case.<br /><br />Plot; short version: Pretty woman stands around smiling. This, for some reason, makes all men kill each other.<br /><br />""Find Ariel...Where's Ariel...Can't Find Ariel..."" She's right behind you, you idiot...<br /><br />Most of what can be said about this horrendous little Space Opera has already been said, looks like.<br /><br />A bunch of corny actors playing mostly convicts come in after the first selection of actors is knocked off very quickly. Then they get knocked off in the same way. Every scene is broadcast nearly fifteen minutes in advance. Perhaps it was a drawing of straws to see which actors had the most screen time and bigger pay check. The alien virus/hologram/VR witch/glitch seems physically powerless and doesn't do a thing. Why can't she just stay in the computer instead of doing her ""teleporting vampire"" routine? (Actually, it would've been more interesting if she had been a vampire, or doing more than just standing around looking at people, which is all she ever does. This is enough to make all the men kill each other. Go figure...)<br /><br />This isn't really a space flick. There are far more shots of the old western trail, 1950's Easy Rider trail, Film noir's night club scene, even a jog on the beach in fantasy-land, none of which has any real depth or even makes any sense. The night club scene is in black and white, of course. Worked with ""The Wizard of Oz"". Doesn't work so well, here. This is probably a good thing, as those few shots they DO show of space are depressingly silly. You will probably cry during those moments, especially upon seeing that swirling ""space ship"", which looks about three inches long.<br /><br />Nothing is felt for any of the characters, not because they are convicts or have no personality, but because they are in serious need of acting lessons, except for Billy Dee Williams who really does look depressed and at a loss, probably by being in this work...<br /><br />This is one of those movies that, when viewed with friends, is going to cause some extremely ""loud"" silences, especially when the nerd throws out his attempt at comic one-liners (including the line about French-kissing a meteor...? Did I hear that right? Perhaps not...)<br /><br />The original virtual reality girls get ""killed"", which means nothing, as they are not even real to begin with. Well, the other ""characters"" aren't, either, but that's beside the point. Haha.<br /><br />What's kind of funny is that the scene that graces the video case is some sort of skull-horror-alien looking thing (green filter added on top of that, to give it more of a...uh...green look), which is actually the android after he gets killed and ultimately has nothing to do with anything else afoot.<br /><br />Another odd deal I noticed. Whenever there is an explosion (at least on my cheap DVD copy), everything becomes highly pixelated. I don't mean a LITTLE pixelated, I mean HUGE blocks about 1/16th the size of the screen. Wow.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.999
"I think Micheal Ironsides acting career must be over, if he has to star in this sort of low budge crap. Surely he could do better than waste his time in this rubbish.<br /><br />This movie could be far better, if it had a good budget, but it shows repeatedly through-out the movie. There is one scene at a outpost, which looks like, its outside the front of a railway station, and i bet it was.<br /><br />There is one scene which made give this movie a 3, and it shows the space craft landing and taking off over a lake, surrounded by forests. This was well done, but the rest of the movie, forget it.<br /><br />There is another scene, which looks like a engineering plant, which i bet it, and does not look like a space outpost as the character say it is.<br /><br />This movie is stupid, has a serious low budget, makes no sense and God Help Micheal Ironsides.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9996
"This movie was made by a bunch of white guys that went to school together. Well there's nothing wrong with that, except it looks like it was made by a bunch of white guys that went to school together. 90 percent of the cast are white males about same age. It's almost like watching a bunch of guys at boys camp who turned the camera on themselves. The movie has no plot. It simply repeats the same action of blood bath after blood bath. There are some funny scenes and comedic bits. But they don't redeem the flat monotony.<br /><br />The graphic cartoon scenes are used to cover the stuff that was obviously beyond their budget or resources to do, and not done very well at that. Anything that can't be done with white guys running around on the beach covered in blood is done with cheap animation.<br /><br />I went to see this film after seeing the trailer, which makes it look like a Tarrentino piece. Well, the trailer scenes are as good as they ever get. Ther rest of it just repeats the same kind of mundane, inane comedy. It works at times, but it gets boring after the same stuff comes at you over and over. It's more like a string of Satuday Night Live skits than a movie. It's a hit-you-over-the-head-with-it kind of comedy. I can see where the story idea is intriguing. But, in this film post apocalyptic America is much like Medevil England. In fact Wheatlry says the story ideas came from that era. He plans to make a Part 2. I guess he thinks he's Tarrentino or maybe doing a parody thing.<br /><br />At the opening in LA, Wheatley mentioned he will bring back pretty much the same cast in part 2. He was asked if he might consider a more diverse cast in the next one, to which he replied, well yea, sure.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9985
"This is a really fun movie. One of those you can sit and mindlessly watch as the plot gets more and more twisted; more and more funny. Sally Field, Teri Hatcher (in her hey-day), Kevin Klein, Elisabeth Shue, Robert Downey, Jr...It's all these well-known, quality actors acting as if they are soap opera stars/producers. If you have ever watched a soap opera and thought, ""How on earth did they come up with THIS idea??"", you will LOVE this movie. I have seen it multiple times; and each time I watch it, the more I appreciate the humor, the more I realize just how well-acted it really is. Don't expect Oscar quality. This is a fun movie to entertain, not some artsy attempt at finding ""man's inner man"", etc. Sit back, relax, and laugh.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9998
"The last reviewer was very generous. I quiet like the first movie, but can't say I enjoy this one very much. The beginning is bearable, but it goes downhill pretty quickly. I just don't see Jon Bon Jovi as a ""bad-ass vampire hunter"" and the vampire princess is neither sexy nor scary. A lot of the scenes just do not make sense. I mean any normal person would suspect something is up when a strange woman suddenly appearing out of nowhere to seduce you, let alone an experienced hunter. Why Una is able to communicate with Jovi? Nothing was ever explain in this movie, you wouldn't mind if it was entertaining, but that was too much to ask. This has to be one of worst vampire movie I have seen.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9997
"I guess that everyone has to make a comeback at some point. And that's exactly what embarrassed Taft resident Jack Dundee (Robin Williams) intends to do in ""The Best of Times"". Yep, the man who went all crazy with the radio in ""Good Morning, Vietnam"" is playing football. In this case, he seeks to replay a game that cost his high school a prestigious title. But ex-teammate Reno Hightower (Kurt Russell) isn't just going to go along with it so easily.<br /><br />Granted, it's not the best movie for either man. But Williams and Russell are actually a pretty good comedy team. And some of the names in this movie are likely to give you the giggles (to say the least). Check it out.",positive,imdb_huggingface,2026-03-26T22:36:41.908710,positive,0.9941
"This was an atrocious waste of my time. No plot. The acting was so far below par, it should be used as an exemplar in acting classes of what NOT to do. It is merely a commercial rip-off of the earlier Universal Soldier, which also scrapes the bottom of the acting barrel. Its sad that VD needs to assert his ego every few years, and sadder still that people will pay good money to sit thru it. This kind of schlock gives Martial Arts movies a bad name. By comparison, it makes Segall, Norris, and Arnold look almost talented.<br /><br />Perhaps VD should take the Leslie Nielson track and do send-ups of his genre. At least then we could be laughing with him instead of at him.",negative,imdb_huggingface,2026-03-26T22:36:41.908710,negative,0.9997
